trail,overall_rating,comment_title,ratings,comment_text
Kerrville River Trail,5.0,Highlight of our Kerrville Trip,5.0 of 5 bubbles,"We absolutely love the Kerrville River Trail.  In fact, that is one of the main reasons we will be returning again and again to visit.  So relaxing to walk through this beautiful area and park.  It is very well kept.  So clean and beautiful."
Kerrville River Trail,5.0,Wonderful Multi-use Trail Along the River,5.0 of 5 bubbles,"We stopped in Kerrville for lunch while on a recent road trip and sought out the river trail to stretch our legs. It's a well-constructed, wide, paved pathway along the Guadalupe River. The landscape was very scenic, and we enjoyed watching the squirrels and waterfowl. The section we walked was near Louise Hays Park, but it looks like the trail is about 4 miles long, following the river between Lowry Park and Riverside Nature Center at the west end and Kerrville-Schreiner Park at the east end. Parking and restrooms are available at the parks, and there are benches along the trail."
Kerrville River Trail,5.0,Lovely,5.0 of 5 bubbles,This is a beautiful and peaceful pathway along the Guadalupe River. Easily accessible and I always felt safe.
Kerrville River Trail,5.0,The best place in Kerrville!!!,5.0 of 5 bubbles,"This is a terrific place to enjoy the great outdoors with family and friends.   There's something for everyone to do here, young and old alike.  I love to ride the trail on my bike. You can even bring your dog,  they can run free in the fenced in dog park. Elsewhere they'll need their leash."
Kerrville River Trail,5.0,This trail needs a good map and website,3.0 of 5 bubbles,"Two of us went to the Kerrville River Trail to stretch our legs after too much driving and eating. Our visit could have been greatly improved by better advance information. A clear visitor website with a simple map (like the state parks have) would be helpful. We found great shady parking under the Highway 16 bridge but then didn't know whether to follow the trail east or west. Without advance info from a website, we thought we'd be able to find map signage when we arrived, but we didn't. "
Kerrville River Trail,5.0,"Walk, Relax and Photograph Wildflowers",4.0 of 5 bubbles,"The river trail starting, for me, at the Riverside Nature Center and ending at Flat Rock Lake. Is a fine walk especially late morning and early afternoon during the week with few people. I like the trail during this time as it allows for uninterrupted opportunities to photograph a variety of Spring wildflowers during March to May. Rest spots along the trail are well placed and add to the relaxed feel of this well placed public trail."
Kerrville River Trail,5.0,Way to walk!,5.0 of 5 bubbles,"The river trail is an awesome addition to Kerrville that supplies an outstanding area for families and friends to gather and enjoy nature as well as getting some exercise. The trail winds along the river and has just enough slope to make your heart pump, and the views along the way help you to forget how much your legs are moving! The best thing for bringing a community together👍🏻"
Beehive Basin Trail,5.0,Nice day hike! ,4.0 of 5 bubbles,This hike is a nice day hike for beginners. It’s a good combo of up hill and then flat patches. We did go in mid September when most of the flowers were dead which was a bummer. The lake is pretty small and not one that you would swim in. It is a good spot to recharge before the hike down.
Beehive Basin Trail,5.0,"Incredible hike, challenging but “doable”",5.0 of 5 bubbles,"Absolutely incredible hike!  In August, the wild flowers were peaking, the floral smell was incredible and so gorgeous.  I had the “Sound of Music” in my head a lot of the time - as the grassy areas covered in wild flowers, surrounded by mountains was the perfect match to the opening scene in that movie.  We had our athletic 10 and 7 year old boys with us and they did it - some complaining and “Are we there yet” questions but they did it.  It’s not easy.  But it’s amazing!  Note: It was hard to find the trailhead for us... there’s a parking lot at the top of Beehive Basin Rd but we wished we’d have kept going and actually parked right at the trailhead.. we had a long walk to and from our car up hill! "
Beehive Basin Trail,5.0,Epic Hike!,5.0 of 5 bubbles,"Beehive Basin Trail in the Gallatin National Forest, Lee Metcalf Wilderness Area of the Spanish Peaks was an outstanding hike, in fact Fox News has named it one of the best 10 hikes in the world! The trail located near the Big Sky Ski Resort gains 1650 feet of elevation over 3.5 miles as it climbs towards Beehive Peak at 10482 feet. Near the top is a beautiful mountain lake and even farther up is another small pond. We trekked near to the point where it takes climbing gear to reach the summit."
Beehive Basin Trail,5.0,Beautiful - but snowed in,5.0 of 5 bubbles,We tried hiking this trail on Tuesday May 21st and sunk up to our waist in the snow.  Wasn't able to get out on the trail - but hiked back to the lodge and still got in 5 miles mostly downhill.  Beautiful area.  There is a vault toilet at the trailhead.  The Big Sky community has a very active hiking club and we met the president at one of the local watering holes - he was a neat guy full of information.
Beehive Basin Trail,5.0,Wildflowers for days!!,5.0 of 5 bubbles,"I am NOT an experienced hiker and may have been a little over confident doing this trail, but I am so glad I did it. Still sore a few days later, but totally worth it. Since it's an out and back trail I knew we could turn around anytime. We didn't make it the entire route, but did 5 miles round trip, so pretty close. We went last week (mid-July) and the wildflowers and scenery took my breath away (literally-lol). Giant meadows, mountain views...I took my camera and that was a great reason to take lots of breaks. So many beautiful flowers and bees and views to photograph. The bugs were out in full force, so be prepared for that. Overall, a great experience that has encouraged me to get out and hike more! "
Beehive Basin Trail,5.0,"Tough, but worth it",5.0 of 5 bubbles,"The Beehive Basin Trail was a tough climb at over 7000 feet. When the trail leveled out a bit, it was easier going through most of it. The trail was clearly marked at first, but then was unmarked. From our distance calculations on our phones, we went way past the end of the trail. At the time of our hike there was also quite a bit of snow drifts on the trail that made it easy to sink to your knees. The views were spectacular and all the hard climbing was well worth it to see the views."
Beehive Basin Trail,5.0,Beautiful hike - go early (for sun and lack of congestion),5.0 of 5 bubbles,Absolutely stunning hike through gorgeous wildflowers and beautiful mountains. Bring/wear bugspray! Go early as it provides much better (though not complete) shade and much fewer people on the trail. Enjoy! 
Beehive Basin Trail,5.0,A must do!,5.0 of 5 bubbles,"Get there early for great parking and relative privacy. The hike up is a little strenuous and taking a few breaks to catch our breath was important. Beautiful wildflowers, scenic views of mountains and streams, and limited wildlife. Bring water and wear layers. The weather changed over the four hours up and down the mountain. There was snow and mud at the top - but worth the climb!"
Beehive Basin Trail,5.0,Awful Place - Not Worth It,1.0 of 5 bubbles,"Over-crowded trail heads and not enough bears. The sun was too hot, and there isn’t anywhere to buy ice. Not worth the drive. Check out Ousel Falls or Taylor Fork for better views and a better day."
Beehive Basin Trail,5.0,Difficult hike for midwesterners!,4.0 of 5 bubbles,"This hike is labeled moderate, but I’d suggest it is difficult, especially if you are not used to the altitude. It took us 4ish hours to hike the full 6.6 miles. It is quite steep in many places with rocks/boulders to climb on. The top isn’t as stunning as I expected/hoped. "
