Name,Coords,Distance,Avg time,Climb,Descent,Activities,Riding Area,Difficulty Rating,Local Popularity,Altitude start,Altitude end,Grade
FB (Lower),"(40.601730, -122.442980)",1.7 miles,00:14:02,351 ft,-123 ft,Mountain Bike Hike Trail Running,"Keswick
Redding, California",Green rate,90 in Mountain Biking [+],529 ft,758 ft,2.514%
FB Waterfall,"(40.640669, -122.442595)","2,457 ft",00:08:07,90 ft,-111 ft,Mountain Bike Hike Trail Running,"Sacramento River Trails
Redding, California",Blue rate,40 in Mountain Biking [+],713 ft,692 ft,-0.837%
Fear of Flying,"(34.100420, -118.488450)","1,109 ft",00:09:14,7 ft,-289 ft,Mountain Bike Hike Trail Running,"Getty View
Santa Monica, California",Double Black Diamond rate,15 in Mountain Biking [+],"1,490 ft","1,207 ft",-25.4%
Fearing Trail,"(34.443260, -119.600030)","2,087 ft",00:08:01,245 ft,NA,Mountain Bike Hike Trail Running,"Romero Canyon
Santa Barbara, California",Blue rate,40 in Mountain Biking [+],392 ft,637 ft,11.742%
Feather Falls Lower Trail,"(39.618360, -121.266660)",2.5 miles,00:39:11,422 ft,-976 ft,Mountain Bike Hike Trail Running,"Lake Oroville
Oroville, California",Blue rate,5 in Mountain Biking [+],"2,390 ft","1,837 ft",-4.2%
Feather Falls Overlook,"(39.639910, -121.272840)","2,346 ft",00:13:10,181 ft,-141 ft,Mountain Bike Hike Trail Running,"Lake Oroville
Oroville, California",Black Diamond rate,5 in Mountain Biking [+],"1,854 ft","1,893 ft",1.7%
Feather Falls Trailhead,"(39.614420, -121.266660)","1,594 ft",00:02:57,13 ft,-25 ft,Hike Mountain Bike Trail Running,"Lake Oroville
Oroville, California",Green rate,5 in Mountain Biking [+],"2,472 ft","2,461 ft",-0.7%
Feather Falls Upper Trail #6E33,"(39.639910, -121.272840)",3.7 miles,01:13:44,"1,201 ft",-622 ft,Hike Mountain Bike Trail Running,"Lake Oroville
Oroville, California",Green rate,5 in Mountain Biking [+],"1,837 ft","2,415 ft",3%
Feeder Trail #1,"(37.974320, -122.183630)","4,301 ft",NA,NA,-237 ft,Mountain Bike Horse Hike Trail Running,"Pinole
, California",Green rate,5 in Mountain Biking [+],673 ft,436 ft,-5.5%
Fehley Gulch #1231,"(42.021590, -123.381470)",1.4 miles,NA,"1,162 ft",-23 ft,Hike Horse Trail Running,"Red Buttes Wilderness
Happy Camp, California",Black Diamond rate,NA,"3,945 ft","5,082 ft",15.8%
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felonix,"(33.476740, -117.648460)","1,089 ft",00:00:55,NA,-335 ft,Mountain Bike Hike Trail Running,"San Juan Capistrano
California",Double Black Diamond rate,35 in Mountain Biking [+],846 ft,512 ft,-30.8%
Felsman Loop Trail,"(35.303540, -120.691560)",1.8 miles,NA,236 ft,-336 ft,Hike Trail Running,"San Luis Obispo
, California",Green rate,80 in Hiking [+],676 ft,577 ft,-1%
Felton,"(34.165414, -118.935682)","1,264 ft",00:03:51,147 ft,-6 ft,Mountain Bike E-Bike Hike Trail Running,"Dos Vientos Open Space
Thousand Oaks, California",Blue rate,80 in Mountain Biking [+],949 ft,"1,092 ft",11.264%
Fence,"(40.577870, -122.447020)","1,024 ft",00:01:44,NA,-159 ft,Mountain Bike E-Bike Hike Trail Running,"Westside/Mary Lake
Redding, California",Blue rate,50 in Mountain Biking [+],"1,052 ft",892 ft,-15.5%
Fence Line,"(33.599650, -117.794630)","2,052 ft",00:02:41,37 ft,-35 ft,Mountain Bike Hike Trail Running,"Crystal Cove State Park
Laguna Beach, California",Green rate,100 in Mountain Biking [+],940 ft,941 ft,0.082%
Fence Line / North Rim Trail,"(39.782140, -121.759330)",2.5 miles,00:12:03,NA,-662 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Upper Bidwell Park
Chico, California",Blue rate,35 in Mountain Biking [+],940 ft,279 ft,-5%
Fence Trail,"(39.757790, -121.796820)",2.4 miles,00:10:02,3 ft,-59 ft,Mountain Bike Hike Trail Running,"Lower Bidwell Park
Chico, California",Green rate,85 in Mountain Biking [+],266 ft,210 ft,NA
Fenceline,"(33.527430, -117.284280)","4,409 ft",00:06:24,117 ft,-27 ft,Mountain Bike Hike Trail Running,"The Plateau
Murrieta, California",Green rate,50 in Mountain Biking [+],"1,871 ft","1,963 ft",2.076%
Fenceline,"(34.267700, -118.644750)",994 ft,00:03:07,NA,-235 ft,Mountain Bike Hike Trail Running,"Corriganville Park
Simi Valley, California",Black Diamond rate,65 in Mountain Biking [+],"1,402 ft","1,165 ft",-23.8%
Fenceline,"(37.884520, -122.222270)","3,205 ft",00:04:28,NA,-237 ft,Mountain Bike Hike Trail Running,"Tilden and Wildcat Canyon
Berkeley, California",Blue rate,90 in Mountain Biking [+],"1,794 ft","1,555 ft",-7.4%
Fenceline,"(37.597840, -121.707450)","2,602 ft",00:03:42,NA,-238 ft,Mountain Bike Hike Trail Running,"Del Valle Regional Park
Livermore, California",Green rate,50 in Mountain Biking [+],987 ft,748 ft,-9.1%
Fenner Saddle Trail,"(34.386811, -117.750924)","3,782 ft",00:04:59,76 ft,-539 ft,Mountain Bike Hike Trail Running,"San Gabriel Mountains (Wrightwood area)
Wrightwood, California",Blue rate,30 in Mountain Biking [+],"6,861 ft","6,398 ft",-12.245%
Fenton Pond (OVRP),"(32.588500, -117.075880)",705 ft,00:00:28,2 ft,NA,Mountain Bike Hike Trail Running,"Otay Valley Regional Park
Chula Vista, California",Green rate,35 in Mountain Biking [+],28 ft,33 ft,0.7%
Fern Canyon,"(41.402270, -124.059670)","1,949 ft",NA,11 ft,-86 ft,Hike Trail Running,"Prairie Creek Redwoods State Park
Orick, California",Blue rate,100 in Hiking [+],110 ft,33 ft,-3.9%
Fern Canyon,"(34.126910, -118.280250)",1.1 miles,00:10:46,38 ft,-463 ft,"Horse Hike Trail Running
Mountain Biking not recommended or allowed.","Griffith Park
Glendale, California",Green rate,NA,950 ft,525 ft,-7.2%
Fern Canyon Nature,"(34.130870, -118.283490)",978 ft,NA,80 ft,NA,Hike Trail Running,"Griffith Park
Glendale, California",Blue rate,60 in Hiking [+],519 ft,600 ft,8.2%
Fern Canyon Scenic Trail,"(39.265730, -123.735960)",2.1 miles,00:16:57,131 ft,-487 ft,Hike Trail Running,"Van Damme State Park
Mendocino, California",Blue rate,100 in Hiking [+],592 ft,236 ft,-3.2%
Fern Canyon Scenic Trail,"(39.277320, -123.742960)",2.3 miles,00:18:35,NA,-156 ft,Hike Mountain Bike Trail Running,"Van Damme State Park
Mendocino, California",Green rate,5 in Mountain Biking [+],209 ft,52 ft,-1.3%
Fern Canyon Trail,"(33.742630, -116.510300)","2,530 ft",00:09:53,115 ft,NA,Mountain Bike Hike Trail Running,"Cathedral City
, California",Blue rate,15 in Mountain Biking [+],"1,294 ft","1,411 ft",4.6%
Fern Grotto Trail,"(34.452703, -119.310172)","1,660 ft",00:07:06,223 ft,-21 ft,Mountain Bike Hike Trail Running,"Ventura River Preserve
Ojai, California",Blue rate,95 in Mountain Biking [+],835 ft,"1,037 ft",12.176%
Fern Gulley,"(32.918520, -117.073800)","1,762 ft",00:03:04,NA,-95 ft,Mountain Bike E-Bike Hike Trail Running,"Poway
California",Green rate,20 in Mountain Biking [+],854 ft,758 ft,-5.4%
Fern Gully,"(33.986690, -117.012710)","2,326 ft",00:05:03,6 ft,-131 ft,Mountain Bike E-Bike Hike Trail Running,"Kehl Canyon
Calimesa, California",Blue rate,85 in Mountain Biking [+],"2,789 ft","2,661 ft",-5.5%
Fern Lake,"(38.346666, -122.533494)","3,174 ft",00:08:51,315 ft,-50 ft,Mountain Bike Hike Trail Running,"Jack London State Historic Park
Santa Rosa, California",Green rate,50 in Mountain Biking [+],644 ft,909 ft,8.35%
Fern Ravine (bottom),"(37.811380, -122.181650)",303 ft,00:01:27,NA,-43 ft,Hike Trail Running,"Joaquin Miller Park (JMP)
Oakland, California",Green rate,40 in Hiking [+],"1,109 ft","1,066 ft",-14.064%
Fern Ravine (lower),"(37.811090, -122.181640)",997 ft,00:01:16,138 ft,NA,Hike Mountain Bike Trail Running,"Joaquin Miller Park (JMP)
Oakland, California",Green rate,45 in Mountain Biking [+],"1,150 ft","1,289 ft",13.9%
Fern Ravine (upper),"(37.816240, -122.181430)",840 ft,00:02:55,NA,-84 ft,Hike Trail Running,"Joaquin Miller Park (JMP)
Oakland, California",Blue rate,95 in Hiking [+],"1,424 ft","1,340 ft",-10.043%
Fern Springs Trail,"(38.433430, -123.036180)","3,806 ft",00:12:46,295 ft,NA,Mountain Bike Hike Trail Running,"Sonoma Coast State Park
Occidental, California",Blue rate,90 in Mountain Biking [+],969 ft,"1,266 ft",7.8%
Fern Trail,"(37.817560, -122.163630)","2,939 ft",00:20:06,630 ft,-22 ft,Hike Horse Trail Running,"Redwood Regional Park
Oakland, California",Blue rate,75 in Hiking [+],717 ft,"1,325 ft",20.722%
Fern Trail,"(37.286670, -122.065860)","1,759 ft",00:01:50,34 ft,-76 ft,Mountain Bike Hike Trail Running,"Fremont Older Open Space Preserve
Saratoga, California",Green rate,70 in Mountain Biking [+],"1,056 ft","1,014 ft",-2.4%
Fern Trail,"(36.502930, -121.764540)","3,481 ft",NA,592 ft,NA,Hike Horse Trail Running,"Garland Ranch Regional Park
Carmel Valley, California",Blue rate,75 in Hiking [+],239 ft,830 ft,17%
Fern Trail,"(37.004730, -122.047370)",1.1 miles,00:07:37,59 ft,-279 ft,Hike Trail Running,"Pogonip Open Space
Santa Cruz, California",Green rate,75 in Hiking [+],439 ft,220 ft,-3.7%
Fern Tree and Badger Hill Vista Trail,"(38.436090, -123.041970)",1.2 miles,00:06:44,69 ft,-352 ft,Mountain Bike Hike Trail Running,"Sonoma Coast State Park
Occidental, California",Green rate,75 in Mountain Biking [+],909 ft,627 ft,-4.6%
Fern Tree and Badger Hill Vista Trail,"(38.438820, -123.052200)","2,172 ft",00:02:16,13 ft,-72 ft,Mountain Bike Hike Trail Running,"Sonoma Coast State Park
Occidental, California",Green rate,85 in Mountain Biking [+],877 ft,820 ft,-2.7%
Fern Truck Trail,"(34.208760, -118.169150)",2.8 miles,00:42:28,"1,216 ft",-46 ft,Mountain Bike Hike Trail Running,"Brown Mountain
Altadena, California",Blue rate,100 in Mountain Biking [+],"1,213 ft","2,385 ft",8%
Fernandez Access #24E12,"(37.531590, -119.319000)","4,603 ft",NA,588 ft,NA,Hike Horse Trail Running,"Ansel Adams Wilderness
Mammoth Lakes, California",Blue rate,5 in Hiking [+],"7,615 ft","8,202 ft",12.8%
Fernandez Pass,"(37.582160, -119.391970)",2.4 miles,NA,654 ft,-693 ft,Hike Horse Trail Running,"Ansel Adams Wilderness
Mammoth Lakes, California",Black Diamond rate,5 in Hiking [+],"9,583 ft","9,544 ft",-0.3%
Fernandez Trail,"(35.383350, -120.351000)",5.5 miles,00:43:55,692 ft,"-1,832 ft",Mountain Bike Hike Trail Running,"Pozo
San Luis Obispo, California",Blue rate,5 in Mountain Biking [+],"2,868 ft","1,729 ft",-3.936%
Ferns Folly,"(39.153870, -123.680850)",656 ft,NA,NA,-65 ft,Mountain Bike Hike Trail Running,"Elk
, California",Blue rate,5 in Mountain Biking [+],"1,096 ft","1,030 ft",-9.8%
Ferrso Climb,"(34.593010, -118.212790)","3,812 ft",00:12:17,289 ft,NA,Mountain Bike E-Bike Hike,"P-12 (Rancho, aka Antelope Valley Trails)
Palmdale, California",Green rate,75 in Mountain Biking [+],"2,878 ft","3,169 ft",7.6%
Ferrso to Northridge Connector,"(34.600620, -118.209220)","1,243 ft",00:02:20,28 ft,-10 ft,Mountain Bike Hike Trail Running,"P-12 (Rancho, aka Antelope Valley Trails)
Palmdale, California",Green rate,90 in Mountain Biking [+],"3,168 ft","3,186 ft",1.5%
Ferry Point Loop Trail,"(37.916930, -122.371660)",1.3 miles,00:11:14,154 ft,-162 ft,Mountain Bike E-Bike Hike Trail Running,"Richmond
, California",Green rate,80 in Mountain Biking [+],20 ft,13 ft,-0.1%
Ferry Point Loop Trail,"(37.917910, -122.384630)","4,341 ft",00:01:53,3 ft,-9 ft,Hike Mountain Bike Trail Running,"Richmond
, California",Green rate,35 in Mountain Biking [+],18 ft,13 ft,-0.1%
Fiddle Creek Ridge,"(39.537410, -120.935400)",5.6 miles,00:51:20,668 ft,"-2,411 ft",Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Downieville Trail Network
Downieville, California",Blue rate,65 in Mountain Biking [+],"4,093 ft","2,349 ft",-5.9%
Fiddleneck Trail,"(38.344330, -122.644610)",1.2 miles,00:13:41,160 ft,-138 ft,Mountain Bike E-Bike Hike Trail Running,"Santa Rosa
, California",Green rate,15 in Mountain Biking [+],373 ft,394 ft,0.3%
Fiddlestick Singletrack,"(37.798130, -121.991050)",394 ft,00:00:09,NA,-28 ft,Mountain Bike Hike Trail Running,"Danville
, California",Green rate,35 in Mountain Biking [+],576 ft,548 ft,-7.3%
Field Loop,"(38.605480, -121.413000)","1,122 ft",NA,NA,NA,Mountain Bike Hike Trail Running,"Sacramento
, California",White rate,5 in Mountain Biking [+],49 ft,49 ft,NA
Field Perimeter,"(36.963740, -121.769670)","2,855 ft",00:04:16,28 ft,-29 ft,Mountain Bike Hike Trail Running,"Pinto Lake Park
Watsonville, California",White rate,5 in Mountain Biking [+],179 ft,179 ft,-0.011%
Field Targets,"(38.715380, -123.045600)","2,680 ft",NA,77 ft,-119 ft,Mountain Bike Horse Hike Trail Running,"Lake Sonoma
Geyserville, California",Green rate,5 in Mountain Biking [+],"1,143 ft","1,102 ft",-1.6%
Fifth Lake Spur 3205F,"(37.129210, -118.502600)","2,005 ft",NA,70 ft,-41 ft,Hike Horse Trail Running,"Bishop Area Trails
Bishop, California",Blue rate,85 in Hiking [+],"10,768 ft","10,797 ft",1.4%
Fifty-One Fifty,"(37.316080, -118.452320)","4,012 ft",00:13:59,77 ft,-196 ft,Mountain Bike Hike Trail Running,"Bishop Area Trails
Bishop, California",Black Diamond rate,90 in Mountain Biking [+],"5,119 ft","5,000 ft",-3%
Fig Trail,"(39.228580, -123.160740)","1,503 ft",00:01:21,26 ft,-89 ft,Mountain Bike E-Bike Hike Trail Running,"Lake Mendocino
Ukiah, California",Blue rate,85 in Mountain Biking [+],836 ft,771 ft,-4.3%
Figueroa Trail,"(37.172140, -121.776990)",2.1 miles,00:11:37,49 ft,-329 ft,"Horse Hike Trail Running
Mountain Biking not recommended or allowed.","Calero County Park
San Jose, California",Green rate,NA,823 ft,545 ft,-2.5%
Filaree Flat Spur #5e29,"(32.901220, -116.466410)","2,792 ft",00:03:23,NA,-178 ft,Mountain Bike Hike Trail Running,"Cleveland National Forest (San Diego County)
Mount Laguna, California",Blue rate,85 in Mountain Biking [+],"5,566 ft","5,387 ft",-6.4%
Filaree Trail,"(38.218940, -122.661240)","2,096 ft",00:02:23,16 ft,-84 ft,Mountain Bike Horse Hike Trail Running,"Helen Putnam Regional Park
Petaluma, California",Green rate,85 in Mountain Biking [+],468 ft,397 ft,-3.3%
Filbert Steps,"(37.802120, -122.403350)",984 ft,00:04:36,223 ft,-4 ft,Hike Trail Running,"San Francisco
, California",Green rate,80 in Hiking [+],35 ft,253 ft,22%
Filipponi Trail,"(35.233250, -120.695680)","4,459 ft",00:05:46,243 ft,-26 ft,Mountain Bike Hike Trail Running,"Johnson Ranch
San Luis Obispo, California",Blue rate,80 in Mountain Biking [+],308 ft,525 ft,4.9%
Finch Trail,"(37.500100, -122.292920)","3,652 ft",00:09:24,217 ft,-93 ft,Mountain Bike E-Bike Hike Trail Running,"Waterdog Lake Park
Belmont, California",Blue rate,100 in Mountain Biking [+],510 ft,633 ft,3.4%
Finger Lakin' Good,"(36.960690, -121.775340)",896 ft,00:00:33,NA,-37 ft,Mountain Bike Hike Trail Running,"Pinto Lake Park
Watsonville, California",Green rate,100 in Mountain Biking [+],165 ft,128 ft,-4.1%
Finland,"(34.186250, -118.699880)","4,094 ft",00:15:30,483 ft,-22 ft,Mountain Bike Hike Trail Running,"Cheeseboro Canyon
Thousand Oaks, California",Blue rate,20 in Mountain Biking [+],"1,233 ft","1,693 ft",11.3%
Finney,"(32.591250, -117.038580)",4.1 miles,00:14:56,87 ft,-156 ft,Mountain Bike Hike Trail Running,"Otay Valley Regional Park
Chula Vista, California",Green rate,25 in Mountain Biking [+],85 ft,16 ft,-0.3%
Fir Glade #955,"(42.005370, -123.290100)",6.2 miles,NA,"1,281 ft","-1,049 ft",Hike Horse Trail Running,"Red Buttes Wilderness
Happy Camp, California",Blue rate,5 in Hiking [+],"5,171 ft","5,404 ft",0.7%
Fir Knoll Trail,"(37.306540, -122.170410)","2,592 ft",00:04:14,33 ft,-208 ft,Mountain Bike Hike Trail Running,"Skyline Ridge Open Space Preserve
Los Altos, California",Green rate,20 in Mountain Biking [+],"2,217 ft","2,041 ft",-6.7%
Fir Trail,"(32.939230, -116.587280)","3,527 ft",NA,42 ft,-89 ft,"Horse Hike Trail Running
Mountain Biking not recommended or allowed.","Cuyamaca Rancho State Park
Julian, California",Green rate,NA,"5,051 ft","5,003 ft",-1.3%
Fir Trail (Lower),"(37.404908, -122.320736)","3,553 ft",00:04:25,NA,-477 ft,Mountain Bike Horse Hike Trail Running,"El Corte de Madera Creek Open Space Preserve
Redwood City, California",Black Diamond rate,40 in Mountain Biking [+],"2,156 ft","1,680 ft",-13.4%
Fire Break,"(34.837730, -120.342620)","3,231 ft",00:06:55,221 ft,-25 ft,Mountain Bike E-Bike Hike Trail Running,"Los Flores Ranch Park
Orcutt, California",Blue rate,5 in Mountain Biking [+],879 ft,"1,076 ft",6.075%
Fire Break 1,"(34.113000, -118.651360)",512 ft,00:01:29,NA,-63 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Blue rate,55 in Mountain Biking [+],"2,049 ft","1,985 ft",-12.3%
Fire Break 2,"(34.114100, -118.651290)",735 ft,00:00:39,NA,-81 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Blue rate,80 in Mountain Biking [+],"1,968 ft","1,886 ft",-11%
Fire Break 3,"(34.117610, -118.651740)",646 ft,00:00:44,37 ft,-34 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Blue rate,80 in Mountain Biking [+],"1,891 ft","1,893 ft",0.5%
Fire Drill,"(34.123830, -118.640770)","1,680 ft",00:03:02,27 ft,-60 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Blue rate,65 in Mountain Biking [+],"1,645 ft","1,614 ft",-1.9%
Fire House Drop,"(37.487870, -118.609210)","2,251 ft",00:05:48,NA,-219 ft,Mountain Bike Hike Trail Running,"Bishop
, California",Black Diamond rate,60 in Mountain Biking [+],"5,258 ft","5,039 ft",-9.7%
Fire Lane,"(37.225860, -121.917790)","1,509 ft",00:00:43,NA,-185 ft,Mountain Bike Hike Trail Running,"Heintz Open Space
San Jose, California",Green rate,75 in Mountain Biking [+],687 ft,502 ft,-12.3%
Fire Lane Trail,"(38.046340, -122.830740)",3.2 miles,01:17:29,153 ft,"-1,140 ft",Hike Trail Running,"Phillip Burton Wilderness
California",Green rate,90 in Hiking [+],"1,063 ft",75 ft,-5.8%
Fire Line,"(34.088120, -119.019750)",1.3 miles,00:12:17,3 ft,-684 ft,Hike Horse Trail Running,"Point Mugu State Park
Newbury Park, California",Blue rate,50 in Hiking [+],770 ft,89 ft,-9.8%
Fire Road 3,"(37.676080, -122.410290)","4,098 ft",00:08:51,NA,-870 ft,Hike Trail Running,"San Bruno Mountain Park
Brisbane, California",Black Diamond rate,50 in Hiking [+],"1,013 ft",144 ft,-21.2%
Fire Road 6-1 to 1-4,"(38.876990, -120.705330)","5,004 ft",00:20:09,194 ft,-207 ft,Mountain Bike Hike Trail Running,"Rock Creek OHV
Georgetown, California",Green rate,75 in Mountain Biking [+],"3,241 ft","3,229 ft",-0.244%
Fire Rock,"(33.427490, -117.584610)","3,474 ft",00:05:58,NA,-317 ft,Mountain Bike Hike Trail Running,"Dog Park
San Clemente, California",Blue rate,10 in Mountain Biking [+],548 ft,230 ft,-9.2%
Fire Run,"(34.122630, -118.643540)","1,719 ft",00:19:29,74 ft,-172 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Black Diamond rate,40 in Mountain Biking [+],"1,730 ft","1,631 ft",-5.7%
Fire Water,"(35.157610, -118.414210)",440 ft,00:00:46,NA,-52 ft,Mountain Bike E-Bike Hike Trail Running,"TMTA Trails
Tehachapi, California",Double Black Diamond rate,15 in Mountain Biking [+],"5,458 ft","5,407 ft",-11.7%
Firebreak,"(34.191980, -118.030710)","3,058 ft",NA,10 ft,-770 ft,Mountain Bike Hike Trail Running,"Altadena
California",Blue rate,5 in Mountain Biking [+],"3,204 ft","2,444 ft",-24.8%
Firebreak,"(34.269980, -118.168370)","4,954 ft",NA,512 ft,-459 ft,Hike Mountain Bike Trail Running,"La Canada Flintridge
, California",Blue rate,5 in Mountain Biking [+],"3,823 ft","3,878 ft",1.1%
Firebreak,"(35.362420, -120.657470)","4,334 ft",00:09:01,2 ft,-639 ft,Mountain Bike E-Bike Hike Trail Running,"Cuesta Ridge West
San Luis Obispo, California",Double Black Diamond rate,50 in Mountain Biking [+],"2,418 ft","1,781 ft",-14.7%
Firefall,"(34.122420, -118.643310)","1,322 ft",00:10:26,82 ft,-199 ft,Mountain Bike Hike Trail Running,"Stokes Canyon
Calabasas, California",Black Diamond rate,25 in Mountain Biking [+],"1,705 ft","1,588 ft",-8.8%
Firehouse Climb,"(33.000470, -116.799880)","3,996 ft",00:08:00,259 ft,NA,Mountain Bike E-Bike Horse Hike Trail Running,"San Diego Country Estates
Ramona, California",Blue rate,50 in Mountain Biking [+],"1,425 ft","1,683 ft",6.5%
Firehouse Falls Trail,"(36.326337, -121.771310)","2,205 ft",NA,146 ft,-144 ft,Hike Trail Running,"Ventura Wilderness
Big Sur, California",Black Diamond rate,5 in Hiking [+],"1,074 ft","1,076 ft",0.1%
Fireline,"(33.929830, -117.754360)","3,727 ft",00:05:43,NA,-495 ft,Mountain Bike Horse Hike Trail Running,"Yorba Linda
, California",Blue rate,60 in Mountain Biking [+],"1,589 ft","1,093 ft",-13.3%
Fireline,"(39.973460, -120.877500)","3,865 ft",00:08:21,81 ft,-104 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto ATV/ORV/OHV,"Mt. Hough
Quincy, California",Green rate,75 in Mountain Biking [+],"4,278 ft","4,255 ft",-0.6%
